2P2Equals5,Herr_Leverkuhn
dasgupta_tilak,harshagg2104
JackHockett1,ImpeachCovfefe
nannette192017,SaraCarterDC
Tish48Fan,SaraCarterDC
jamierlawson,teedanyeur
thoughtsofavet,seanmdav
canteveroutdo,Izzyalright
allyse_bradford,Xtinaresists
TigerLi30873082,RichardGrenell
katsil1,RichardGrenell
sewinthyme,SaraCarterDC
AxholeZeGreat,DaysLeft4Trump
oneluckyms,GrrrGraphics
mr_burton91,Izzyalright
USPATRIQT41020,WhiteHouse
Armyman971,GregRubini
dakshinayana,WhiteHouse
SpunkyCreek,JudiciaryGOP
waterplanQ,RichardGrenell
CacheJewels,Amy_Siskind
ron_manzanares,SaraCarterDC
snickercat555,TrumpFansClub
60sReno,LDee_Calif
elJrockz,WhiteHouse
jstearns73,RichardGrenell
havoc2gh,dbongino
Pascal81632949,SaraCarterDC
Mindy2079,RichardGrenell
lulalove325,WhiteHouse
misst070171,joncoopertweets
DanaBoos3,RichardGrenell
RoseWoo59248280,dbongino
BellmanLane,RichardGrenell
HisPlan3,RichardGrenell
Melissa43674037,Sun_Q_Tzu
mel19944,dbongino
LanglaMichael,Romano5149
katesziber,RichardGrenell
see081480,dangainor
PeterJa37918909,SaraCarterDC
Lotharvius,dbongino
Belv2998,krsytine
Steve01741614,dbongino
alex_san14,RichardGrenell
K_Simkhovitch,littledeekay
BretMar90369396,RichardGrenell
DebbraT,seanmdav
AmericanProSolv,58bugeye
ThisizCheech,Daniel73678371
RobertCrosby00,THeinrich22
Blueladycat13,SaraCarterDC
JGRuggiero,RichardGrenell
Mannylos,dbongino
OsageCherokee,HawleyMO
GogMagogtwit,WhiteHouse
jazminefraine,littledeekay
LanglaMichael,Romano5149
Sob916,RichardGrenell
msjeannej,mbs_ctt
buymorerealest,SaraCarterDC
Magamom14,RichardGrenell
joyjamm,littledeekay
jsp1965,RichardGrenell
HogueJennings,RichardGrenell
ChaudhrGurnam,colkt
Kevin_H_Brooks,TheyCallMeTomO1
Castrejo67,RichardGrenell
2BitZip,RichardGrenell
sharkygcom,LionelMedia
Hans_Ruck,WhiteHouse
dk12bm,Being_Humor
LarryFalk,dbongino
LanglaMichael,Romano5149
lisarntx,RichardGrenell
Ubrales,SaraCarterDC
listener_t,RichardGrenell
interior_horror,noname
hemrajmendon,EliseStefanik
Brandontheblade,dbongino
StclairJoan,ange1dust_
Gaurav512eee,ThePlacardGuy
timothykwilson1,dbongino
Our_Return_Home,laurenboebert
justdawn_,Frances_Fisher
pebblesgg,WhiteHouse
EsterlinCooper,WhiteHouse
CinnamonInTexas,WhiteHouse
Trump4514,RichardGrenell
dontraumpaga,SaraCarterDC
MNBobster,RichardGrenell
smithba444,seanmdav
JackHal70413196,dbongino
IndependentHK,RichardGrenell
Queen_of_effnal,dbongino
bigpowerlounger,GinSecurities
DaintyMae2,RichardGrenell
damichm,RichardGrenell
gowonfanclub,dvillella
bbubbssie,noname
ag0n1st3s,EliseStefanik
emphasis87,RichardGrenell
LRomP,seanmdav
60sReno,BuzzPatterson
NoOrangeClown,JeffreyGuterman
idasofia1,littledeekay
Sob916,RichardGrenell
TeaNpearls,Amy_Siskind
kathyblount_4,ericbolling
anantucketlady,RichardGrenell
BretMar90369396,SaraCarterDC
Hart30158,RichardGrenell
Freespeechwit,WhiteHouse
MehdiMMJ,JudiciaryGOP
FrannyZGlass,seanmdav
katethegr851,Microsingular
suzzer2531,littledeekay
DgamingMister,DgamingMister
FreeBlueSky2000,RichardGrenell
winterbear1331,JaelMoray
ScottWBranson,bridget_katy
RaghuramanMenon,WhiteHouse
Willsdarlin,GrrrGraphics
GabsMike,RichardGrenell
CASE103060,RichardGrenell
SBluvsAmerica,GrrrGraphics
PedenMary,RichardGrenell
tyedyetweety,SGTSLAUGHTER_1
HudsonHMack,WhiteHouse
WalterJWinchell,RichardGrenell
ifreedomfighter,2dechat
MissSimpleNow,Styx666Official
ryan_mcgahan,RichardGrenell
Akaplanharris,dbongino
mjmateer,RichardGrenell
blubriggs,LydiaLynn89
prorecherche,WhiteHouse
MaryAnnDee14,KatyTurNBC
MorMor65596702,AlHorn4
NeverTrumper70,glamelegance
dario7948,SaraCarterDC
NitzeTorres1,tolmanbrett
MaryKayMarrell1,LeslieM3355
hartdrea,dbongino
Magnus31110521,GadSaad
RustyMAGA,RichardGrenell
Sob916,RichardGrenell
kayjul35,bluewater0915
TigerMary4Trump,TigerMary4Trump
mommycrystalcat,BAnn913
cnieblapub,WhiteHouse
roperf15,dbongino
reddragonxx,WhiteHouse
sccurl,WhiteHouse
saminhim,cjtruth
dand911,dbongino
DanaBoos3,RichardGrenell
AlexFabbiani,DrGJackBrown
DonnaMAGA2020,SaraCarterDC
Suzan65293245,dbongino
eddieboyz,RichardGrenell
JHazel27,RichardGrenell
tigerr1967,joncoopertweets
twynky,WhiteHouse
HIHKatharine,Amy_Siskind
caseybullock18,RichardGrenell
grandmombarby,RichardGrenell
JackHockett1,2Bluejaxrock
boxjobbjb,BlackSheep45won
AnnDeAngelis1,RichardGrenell
Mary620497,Doranimated
alex_san14,RichardGrenell
Robb_mon,GrrrGraphics
david_forman,chrissteinplays
NurseAvenger,Amy_Siskind
Ellie_J_Sims,littledeekay
yng_maji,noname
lucky_shekhar13,rahulroushan
mjohn55,RichardGrenell
ajay_sach15,EliseStefanik
davaldod,littledeekay
Akaplanharris,KeepLookingUp6
cactusflower81,RichardGrenell
thereisnostep5,RichardGrenell
MiguelA09725295,RichardGrenell
arthurr97807249,WhiteHouse
nextcha60069522,RichardGrenell
sherry1975,RichardGrenell
topgunvapor,SaraCarterDC
JanetPatrickLu1,dbongino
CarolineBarran6,SaraCarterDC
burnol_1,rahulroushan
PastaKittyPaws,littledeekay
ambjul5,RichardGrenell
tdcochrane,RichardGrenell
ilovepuki2,WarNuse
AdamHumphreys15,ReneeMalouf
6lackgodd,noname
j00liju,paintedsky_ca
ReneePatriot,GrrrGraphics
Jaxx702,RichardGrenell
MaryEllen85635,Doranimated
HuckleberryBull,GregRubini
Glenda_MariaDA,dbongino
damichm,SaraCarterDC
lisam02184,WhiteHouse
TreeWill303,littledeekay
John_316_17,RichardGrenell
GodDutyCountry,WhiteHouse
jalansaab,apparrnnaa
thebigD20795690,RichardGrenell
MZITO444,WhiteHouse
LynneMa62488361,WhiteHouse
johninphx,RichardGrenell
cathylbryant,RichardGrenell
Alfonso05159261,RichardGrenell
Kaz_Glade,BigSquishyDM
KjpTnanp,KjpTnanp
pjays14,RichardGrenell
BlueOklahoma,littledeekay
aty83019652,jihadwatchRS
bixler_becky,RichardGrenell
AdrianeHalaby,RichardGrenell
Akaplanharris,waters_rock
kyleplacy,iDedupe
SkyGoJackets,RichardGrenell
gene416,RichardGrenell
MightyQuinnUSA,littledeekay
KatNL,EliseStefanik
enlightndrogue,RichardGrenell
1776Independent,dbongino
RazorPack65,Bamafanaticfan1
mhollis51,WhiteHouse
bigred_13,BriannaWu
gawdeye,iraLFOD
zsixkillerk,Romano5149
native4trump,GrrrGraphics
MikeyMerely,JudiciaryGOP
KjpTnanp,KjpTnanp
MysticTraveler1,seanmdav
JerryShelby2,dbongino
jeaner08,dbongino
DjkLarson,RichardGrenell
HopwoodFranka,RichardGrenell
Scott_AmerPat,dbongino
free_buffy,WhiteHouse
luvthmgators,RichardGrenell
amrbaz3,WhiteHouse
miller21411988,RealVinnieJames
JONEEFRY,RichardGrenell
Akaplanharris,ThePr0fyT
LamarWick,RichardGrenell
BarthRmb,RichardGrenell
tkarlsbad,RichardGrenell
davis_kdavis65,seanmdav
noisyVetBecause,TheTweetOfGod
cinrui,LarryKutcher
jatind3,attomeybharti
BastaGenug,RichardGrenell
globaker56,CalebJHull
JustinH80527030,JudiciaryGOP
kt_L9USA,Doranimated
sugarrintheraw,tauracas
MaryNic82266100,ericbolling
anantucketlady,SaraCarterDC
Jones_112,YourAnonNews
conniesmiles,Adorable_Todd
Jaxx702,Marir65Ruiz
StephenFarris13,littledeekay
RufusCg,JudiciaryGOP
OlZoka,SagharKasraie
Akaplanharris,blynnpsyduck
1Davie1,HarleyRK5
cannoneerfour,RichardGrenell
peters4506,JudiciaryGOP
StevieStacks84,RichardGrenell
TheWaterman55,GrrrGraphics
Awaken3DP,Sun_Q_Tzu
KarenKarenked,RichardGrenell
bedini_i,desertbreeze51
mechelllord,DrGJackBrown
GiglioMarilyn,JudiciaryGOP
Duckypam,RichardGrenell
jim62192,SaraCarterDC
sugarrintheraw,frankie_mccaa
ranbgfsh,dbongino
JETaylor76,Sun_Q_Tzu
AllyGallentine,ltodd14
ArnaudTulle,superyayadize
CoolGamer911,niceminnesotan
MalissaGallimo2,RichardGrenell
DarrinGraham12,DonaldJTrumpJr
RosemarieBrown3,Helenhs
MacroMicroMike1,davidwebbshow
AnotherMother3,RThockey
ABOSWELL1,Amy_Siskind
Fadhili33924582,noname
JillJ7854,JudiciaryGOP
j00liju,Itsjoeco
groovyfroot,noname
hollyarts1,WhiteHouse
PRASADS52562145,tolmanbrett
Theocharles,JudiciaryGOP
421sdChris,dbongino
Tinabcde,WhiteHouse
AndreaVerdura,the_resistor
realRoyAkins,RichardGrenell
GPAWALTON,RichardGrenell
kayjul35,djladeza
Akaplanharris,PatriotMartin45
Peaceful_Rule,WhiteHouse
L4URAMCGILL,cydney
xXxHKxXx2,seanmdav
DaliPainter,WhiteHouse
Soroush_1992,seanmdav
SJSieloff,tolmanbrett
MSgt_KWAshley,JudiciaryGOP
CindiGorlinsky,seanmdav
jimmied57,dbongino
Trump4Ever15,RichardGrenell
realBrianMoses,JudiciaryGOP
JMareeG,Amy_Siskind
dylan_myslicki,noname
CubbieRae,lassiter_wes
54Doggie,RichardGrenell
keithray21,RichardGrenell
MikeMil10950428,dbongino
ValerieGMarlowe,katestarbird
BigD50927583,T_S_P_O_O_K_Y
Sherry_Bass,GrrrGraphics
JMBrown53788079,SaraCarterDC
JHazel27,seanmdav
Jones_112,YourAnonNews
Dina26906734,dbongino
gowonfanclub,littledeekay
aadarsh_jh,EliseStefanik
AlanProtek,JudiciaryGOP
Megaman90053567,RichardGrenell
mhowe503,RichardGrenell
Vine3tS,WhiteHouse
MoniquePrive,dbongino
amstutso,RichardGrenell
54Doggie,RichardGrenell
cujo1000,WhiteHouse
terribearri89,BenKTallmadge
rightseattle,toddeherman
TaTonkaDeb,SaraCarterDC
MiaWils06972978,womensmarch
WalterJWinchell,RichardGrenell
LotsaSnuggs,RichardGrenell
Emcmtony,DanaBoos3
EllieJ51,GrrrGraphics
Zamgion,DrGJackBrown
IndependentHK,dbongino
MacroMicroMike1,9NEWSNANCY
Powderpuff_94,RichardGrenell
FROMPERDINK1,RichardGrenell
rajmarwa1,seanmdav
MFreeman_ATASED,the_resistor
Brenda23040635,RichardGrenell
Slowbutsteady2,JudiciaryGOP
janabru777,RichardGrenell
aligram_art,Rosco9104
B00GAL00B0B,seanmdav
AndreaWinters,RichardGrenell
Atiaprotrue,RichardGrenell
ChristianHBall,ArmyDavido
JoshuaC71492347,WhiteHouse
SoCalAngel,SaraCarterDC
54Doggie,RichardGrenell
tony_hambleton,seanmdav
ComeySUX,Romano5149
hippogyn,RichardGrenell
CathyAalfs,RichardGrenell
BrendaSisson3,RichardGrenell
UnravelTheBeast,WhiteHouse
lillbeanhead,noname
BJHeart89,THeinrich22
WorldN_official,WhiteHouse
37N122W,37N122W
Khatrianil07071,rahulroushan
darreljorstad,davidwebbshow
MeganSmiles,tolmanbrett
mylesxfrancis,metricharley
purpledalmation,Doranimated
NutzDems,RichardGrenell
skelton_kathy,RichardGrenell
AtlasOracle,SaraCarterDC
runawaytrain16,Amy_Siskind
mc_randman,seanmdav
AlBundyFan,WhiteHouse
sarahthomsen5,SaraCarterDC
KathySo55729598,littledeekay
notbadtati,noname
Maddawg1957,dbongino
rentonMagaUK,GrrrGraphics
ColenePeterso18,SaraCarterDC
prcodea,RThockey
bryanlicious2,benyahr
baez_nellie,dbongino
alixsharkey,goldietaylor
FinfanMPL,JudiciaryGOP
juliahomewolf,TheTweetOfGod
AnnMorrison3,HawleyMO
HeleneTruncali,RichardGrenell
keithray21,JudiciaryGOP
lindalee7846,RichardGrenell
MarginalResult,TheyCallMeTomO1
HFarsel,RichardGrenell
itsmebetween,Amy_Siskind
TerriPh64325020,JudiciaryGOP
DougIbendahl,JudiciaryGOP
mary_arizona,RichardGrenell
LeighAttorney,tolmanbrett
SnowFlake2Water,GrrrGraphics
GeaslandGary,dbongino
MJ19557886,dbongino
Nomad1331,TheyCallMeTomO1
lisarenne67,dbongino
lou6581,kenolin1
kim47957498,Charitable_Fury
janiedelaney,JudiciaryGOP
VHillyer4,dbongino
fdigiorgio580,dbongino
Psalm11813,RichardGrenell
Cloudwalker2019,RichardGrenell
cinrui,chefjoe22
MattJReynolds,LPNational
liquidcyber,liquidcyber
sukirya,dbongino
Carolynn0210,superyayadize
JanuaryHandl,joncoopertweets
Kiredea1,SaraCarterDC
RosannaEG,katestarbird
boycalledmeech,noname
etelaf10,WhiteHouse
Trump4514,RichardGrenell
zozojuju1,SaraCarterDC
tfid_t,dbongino
MercifulCathol1,SaraCarterDC
deplorablernerd,SaraCarterDC
adrienne0002,RichardGrenell
Silvershiner77,SaraCarterDC
AnatB13,RichardGrenell
djjoseywalez,SaraCarterDC
ryan_mcgahan,RichardGrenell
tkarlsbad,GregRubini
CGDuck5,WhiteHouse
HarrietGermain,RichardGrenell
mountaingranny4,AlexLunaViewof1
indy_johnr,WhiteHouse
nazdoo14,RichardGrenell
MissyWatusi,dbongino
pankajasm,rahulroushan
Nia_TanyaMinaj8,noname
actuallymarlee,noname
RicardoZurdo,RichardGrenell
KerryG1016,RichardGrenell
Pampeeps,RichardGrenell
AwakeningTV2,GrrrGraphics
KroekerTony,GrrrGraphics
JaneRos04705082,Bamafanaticfan1
trudovio,JudiciaryGOP
stacie_bm,wink_nod
HopeMRhodes,WarNuse
jeaner08,RichardGrenell
Squeakie6,NotHoodlum
JacquelineBoz,RWTrollPatrol
truthpiks,RichardGrenell
puddlejumper780,JudiciaryGOP
randy_bahe,RichardGrenell
WhitehurstAnn,dbongino
grandaof4,CalebJHull
serenisms,noname
billyjoewade67,AlohaHa59067534
ClaireS81610943,SaraCarterDC
IndyFan_Resist,LeslieM3355
Powderpuff_94,RichardGrenell
BartschRich,Rosco9104
MenottiNick,Doranimated
KarenVendy,Microsingular
mjdallasblue,WhiteHouse
Maddawg1957,RichardGrenell
kalliwatches,WhiteHouse
kjclt1,Doranimated
jtkirklin,littledeekay
MAGAnNoHate,WhiteHouse
yike_m,dbongino
arthurw03221331,Amy_Siskind
spicysuzi,WhiteHouse
kewpiedoll04,WhiteHouse
cc_qban,TheyCallMeTomO1
magabhamala,dbongino
Daddycat8,RichardGrenell
LoveIsIt61,camdy_2cane
NatejerB,JudiciaryGOP
BrendaSisson3,RichardGrenell
KkSeath,RichardGrenell
BobsLane1,tolmanbrett
ChristianHBall,jfh2c
KennRWeeks,daveycrokett
Michell79425988,joncoopertweets
lillbeanhead,EVERYBOYONEARTH
ColoradoUSMCVet,WhiteHouse
Debster2017,RichardGrenell
DannyV__,DannyV__
MFreeman_ATASED,JeffreyGuterman
SusanMo40897147,JohnnieM
MarcoSabonis,WhiteHouse
djjoseywalez,seanmdav
allenknox,SaraCarterDC
therealChitranG,ThePlacardGuy
EveEnchanted,kenolin1
LunaBoyJonny,noname
danipear,littledeekay
ImagePositive,RichardGrenell
HolmNikki,RichardGrenell
ThomasBech,tj_tweets
FatLucky2,RichardGrenell
Squirrelgirl63,Squirrelgirl63
vtknitboy,KHiveQueenBee
VollmanPhil,JeffHarelson
Mako_Hunter,RichardGrenell
BiMou777,SaraCarterDC
n7zzt,WhiteHouse
kendulin,deanomight1
bixler_becky,RichardGrenell
Necie_624,RichardGrenell
SheilaF41814602,RichardGrenell
green11real,Izzyalright
chiIIum,RichardGrenell
j_bulmer,WarNuse
Grandpa123Larry,RichardGrenell
Sgfreer55,RichardGrenell
AngieNC3,seanmdav
duelverse,theserfstv
celapuce56,DgamingMister
Twitchyb3,DrGJackBrown
Obtusewindow,TheyCallMeTomO1
LSchneerer,seanmdav
lisareyphoto,RichardGrenell
TheMartiScott,DrGJackBrown
TheresaLiving16,seanmdav
GaryFeddersen,TheyCallMeTomO1
DannyV__,jmanuola
hiliterpi,winandmachk
ppenningtonsue2,RichardGrenell
DeeMcDaniel14,seanmdav
RodSzone1,murray_nyc
shivakumar_rm,RichardGrenell
StacyShafer6,RichardGrenell
cowboy6pak,RichardGrenell
mylesxfrancis,cjtruth
Evocatus425,SaraCarterDC
shettyanoop,gopidon
ouchinagirl,Junkyard_D
WokeDeplorable,GogglesPaisano4
rachelod13,noname
HuckleberryBull,GregRubini
Samtaylorrose,RichardGrenell
fatherrusty,noname
valer1ac,noname
peony0505,RichardGrenell
deplorable888,dbongino
trekmario,WhiteHouse
razaghi4,Doranimated
Opusx1972,PatriotMartin45
truthteller1961,seanmdav
Ramon55400190,RichardGrenell
Powderpuff_94,dbongino
Tough2Shake,sephjnr
yesvinay,EliseStefanik
JackHockett1,StevieJkson888
XavierTray1,RichardGrenell
Iwona06059484,WhiteHouse
BattleBornThom,Junkyard_D
kushhfreak,ThePlacardGuy
Jeffrey52095461,BernardKerik
PatriotKath,RichardGrenell
Kerriku1,RichardGrenell
HolmNikki,RichardGrenell
harrelson_b,seanmdav
buchen_patricia,RichardGrenell
Cindybinmo,seanmdav
WeHaveTongues,WhiteHouse
mh_wolfe,WhiteHouse
Bendigo_Shafter,Amy_Siskind
Nelson27578575,DrGJackBrown
gene416,RichardGrenell
s_soteria,RichardGrenell
smillswilson,DrGJackBrown
JosephTrainor11,RichardGrenell
frankie5563,NotHoodlum
RicardoZurdo,RichardGrenell
baltz526,seanmdav
JamesS020770,SaraCarterDC
paul_trump45,RichardGrenell
kjolevy,joncoopertweets
jacon67,RichardGrenell
anantucketlady,seanmdav
cherieathan,tolmanbrett
tim2naples,WhiteHouse
BlueStateGrace,JudiciaryGOP
SentiManju,WhiteHouse
tigerband2003,WhiteHouse
DirtDiamond30,RichardGrenell
Treybakercorp,DanaBoos3
heycoop60,dbongino
MeganSmiles,RichardGrenell
SannaPropp,WarNuse
detachedaz,EliseStefanik
HoaxCoronavirus,SaraCarterDC
binc2161,dbongino
raiderpal,dbongino
kpaczmd,JudiciaryGOP
StayTheEffHome,MotherOfZoey
adayCO,RichardGrenell
MDYankeefan1,SaraCarterDC
damichm,JudiciaryGOP
HallJacquet,littledeekay
HallJacquet,littledeekay
MichaelDAnna5,Onesetoflaws
DirtDiamond30,RichardGrenell
RaymondGoossen,SaraCarterDC
celeryonion,noname
Demandia,RichardGrenell
LoriAnn1163,WhiteHouse
LoriBlaney,RichardGrenell
GoldStuart,dbongino
therealbiostate,SaraCarterDC
ILikeConcertsTV,RebelNewsOnline
MaryAnn92723054,RWTrollPatrol
SandyRidge33,RichardGrenell
slipgman,dbongino
Jeffrey52095461,RichardGrenell
2020willbelit,teedanyeur
tennessee_JC,RichardGrenell
jerrywayneparke,SaraCarterDC
Alarchdhu,TalibKweli
Common_Sense202,RichardGrenell
th2320,RichardGrenell
Bubelech,WhiteHouse
rubylulu18,cjtruth
erinebal29,SaraCarterDC
reefpilot,StigMartyr
Droxanne2,WhiteHouse
electricalmama,WhiteHouse
ghostwolfman,sarahaholden720
susan_z_kat,cjtruth
ptkane,RichardGrenell
ceasere,RichardGrenell
Xyz77958731,EliseStefanik
mandidibbie,tolmanbrett
MissyBenson14,dbongino
cmgannon56,JudiciaryGOP
rhondaj15687022,dbongino
Savetheworld199,WhiteHouse
PATRIOTREBEL9,CindyKendrick11
HuajatollaChic,BenKTallmadge
Opusx1972,Mrlend
50plieber1,RichardGrenell
lmdrb,littledeekay
Lyn1350,don5025
bayanimills,RThockey
theodwest,RichardGrenell
HillMbhill63,Doranimated
LanganMary,MediciC32
BAIOA66,JudiciaryGOP
obbiecole,Gracie_Raw
allyse_bradford,aw_stiles
Pampeeps,RichardGrenell
pecolion22,dbongino
RichardAlengi,JudiciaryGOP
beowulf43,seanmdav
kansas_sun,GrrrGraphics
Esu767,JudiciaryGOP
WokeDeplorable,DeltaBravoUSA
RuhRohRaggieroo,RichardGrenell
JackSto45547983,JudiciaryGOP
mouse458,AmericanRose8
Tough2Shake,OfficialSPGB
Rayzin3,RichardGrenell
yonegawaya1,RichardGrenell
VictoriaVanHor7,obandon1384
ChrisQross,dragon_dyce
hellcat_lady,RichardGrenell
fairhope1212,kenolin1
randomangrymale,joncoopertweets
dj_jordan38,NLDPatriot
MaryAnn92723054,battletested5
kpcharlie9216,WhiteHouse
Jaxx702,LadyAnon5
CORWIG3,WhiteHouse
PolcariRuth,kenolin1
patbeach551,RichardGrenell
Ihave0004,TheyCallMeTomO1
HarleyRK5,Cointuckeywind1
wb56042249,dbongino
BlueWI2020,AZIndivisible1
FarmerEKs,dbongino
Comeandtakeit14,RichardGrenell
PattyWyattTN,Sun_Q_Tzu
BYeoldshire,CalebJHull
danipear,RThockey
mrp627,seanmdav
tim2naples,james_pontak
TOwlwatcher,Smart3Stacy
Conserv_Mom,RichardGrenell
reneed19,littledeekay
DeVosburg,RichardGrenell
AltStarboard,RichardGrenell
livcornibert,noname
RTerriers2,RichardGrenell
isupport45,RichardGrenell
AriellePruitt7,RichardGrenell
DanterElle,RichardGrenell
Janet_Carswell,JudiciaryGOP
mwitticg,RichardGrenell
MyLeft2009,UROCKlive1
CognitiveSource,JudiciaryGOP
susu1954,RichardGrenell
Alasandalack1,La_Bella81
ProgressiveGma,Amy_Siskind
Rgonzo111,RichardGrenell
chaplain183,dbongino
Kit_hunt,RichardGrenell
bear_maxie,SaraCarterDC
patbeach551,RichardGrenell
JeffersWinslow,SaraCarterDC
DG88775871,RichardGrenell
ttfarky,littledeekay
free2design,dbongino
billygoatchuck,RichardGrenell
BhaktInExile,WhiteHouse
AAlaphilippe,katestarbird
MaryAnn92723054,JeffreyGuterman
pmurphey47,RichardGrenell
Sig_Rasmussen,AlohaHa59067534
kmeltonlnc,RichardGrenell
egatimra3,dbongino
Carolynn0210,superyayadize
mtnmeghan,RichardGrenell
beverlybrumbac1,joncoopertweets
Leisel09743945,dbongino
vcasti462,RichardGrenell
mountaingranny4,SaraCarterDC
silverelvis77,chadfelixg
j00liju,shanegreen
masanaken,CindyKendrick11
GeneChandler17,RichardGrenell
MyLeft2009,mcspocky
BBKing1969,WarNuse
Justice15399648,Cointuckeywind1
308Scon,RichardGrenell
RicardoZurdo,RichardGrenell
RussellSachs,iDedupe
slavewar,LindaWarriorGal
billiefischer13,RichardGrenell
grey_ghost47,RichardGrenell
Dazy2008,KlllrChihuahua
Shellsie66,mamadunn6
MaryAnn92723054,AmazingDouglass
ImAllinMAGA,RichardGrenell
nort_lights,CindyBattisti
cedarbob,dbongino
Daveawwg1wga,dbongino
BellmanLane,RichardGrenell
DaneCloud2,dbongino
Elizabe66124964,RichardGrenell
kashubasheilak1,SaraCarterDC
AmericanVoter5,BBfanJB
rahari2k,jihadwatchRS
danipear,RThockey
chaney_tx,seanmdav
ChristianHBall,JaelMoray
Janet6030,dbongino
GregWaldrop3,RichardGrenell
1way4u,WhiteHouse
RightinCA,GrrrGraphics
Kg89K,RichardGrenell
ZLCap,PunchableFaceVI
MyLeft2009,amvetsupport
Kimmers_59,sarahaholden720
DucharmeGregory,RichardGrenell
brassfrog,seanmdav
CamdenFred,RichardGrenell
henrygalvin88,SethAbramson
lookamazing,cjtruth
beth_19smomma,Doranimated
J9Pratt,DrGJackBrown
The___Wu,WhiteHouse
PerryInDC,RichardGrenell
RalphLe89722505,JudiciaryGOP
Mamamam64360081,davidwebbshow
jigga__please,dbongino
mouse458,charzdesigns
mrsamosbardi,RichardGrenell
Jasmark4,RichardGrenell
abc854754,WhiteHouse
dkopensky,seanmdav
luckyfresh,barbarindian
MaryAnn92723054,battletested5
SRumzi,GhostPatriot1
AmirMller1,cenkpesos
DougIbendahl,seanmdav
jdw822018,RichardGrenell
MeenaxiLakshman,rahulroushan
DamooreJanice,dbongino
Elizabe66124964,RichardGrenell
GabsSydney26,SaraCarterDC
billmasondds,WhiteHouse
Vichipolito,RichardGrenell
mrp627,JudiciaryGOP
CDRCHOP,RichardGrenell
fairhope1212,Amy_Siskind
Females4DJT,EM_KA_17
dj_jordan38,ebizzylizzy
JDWhisski,sargenthouse
KinstleJohn,superyayadize
chiaria6,dbongino
trumpsatraitor,joncoopertweets
MahmoudySalem,WhiteHouse
mbrunello1,TheyCallMeTomO1
TKOBeauty,Threefold_Flame
blondbyrd,RichardGrenell
chiIIum,RichardGrenell
XkeepsmilinX,iraLFOD
nandi_sukla,rahulroushan
jiteshsinght,Being_Humor
17itsjustme,RichardGrenell
JamesS020770,WhiteHouse
jultaijt,SaraCarterDC
toddpi,H_MitchellPhoto
CILLARIERA,dbongino
BRRedheadVA,JudiciaryGOP
gothiccshawtie,noname
MaryAnn92723054,dvillella
SkyHawk701,RichardGrenell
AmericanPublius,dbongino
EagleGuardian2,taradublinrocks
JuanMar31091853,seanmdav
MikeOKe47414726,RichardGrenell
trustbible,dbongino
WilhelmusJanus,VixterRod
DorkusMallorcus,RichardGrenell
champa911,seanmdav
jo_USA_,realJosephKlein
Snowontop1,CHHR01
CherylN70711732,RichardGrenell
azadspeakschnl,Being_Humor
BridgetOShea3,donmoyn
Ukjay1972,seanmdav
ChrisWein3,dbongino
terrietime,dbongino
OsageCherokee,NateOnTheHill
nicole_insley,RichardGrenell
michell24756180,RichardGrenell
gslemel,RichardGrenell
leighf81,JudiciaryGOP
beth_19smomma,MeredithMarsha1
AndiJoMAGA1,seanmdav
andrearob5809,DrGJackBrown
rhondaj15687022,seanmdav
KatieSmith7055,RichardGrenell
Bdemczak,DaysLeft4Trump
Shaifany,WhiteHouse
wandaoaj,toddeherman
Chuck624,dbongino
dj_jordan38,9NEWSNANCY
AndyMullenix,katestarbird
JamesS020770,ndrewkellyborel
SoCalEdgyGal,seanmdav
LauraShaughnes6,RichardGrenell
snakeman1065,Amy_Siskind
darlinadarling,darlinadarling
AmericanVoter5,Chumly_Pieplate
RichardAlengi,seanmdav
fathershira,Sethrogen
LucilleBawl,laura0108NJ
truthteller1961,RichardGrenell
FailsTober,RichardGrenell
grandmabianca,littledeekay
Elizabe66124964,RichardGrenell
hockeyfanct10,CurtisHebert
Jasmark4,RichardGrenell
MaryAnn92723054,littledeekay
__Saadkhan8104,SufiyanAhamadkh
march4teachers,timeindawater1
maxdlboom,officialmcafee
Surfy061,DrGJackBrown
TeddyD74794010,RichardGrenell
TestTes48571138,RichardGrenell
peri_gisele,KlllrChihuahua
Akaplanharris,belmonroe
pete_crzing,WhiteHouse
raiderpal,RichardGrenell
KimiKochBLS,dbongino
terrietime,jamestk789
TylerH518,dbongino
AndreaWinters,dbongino
Rachael04Ravens,RichardGrenell
ManojKu14247369,rahulroushan
petehudgins,Debbie_Vesino
MaryAnn92723054,QuareFellas
Italia_Mama1,CalebJHull
GODandCountry33,WhiteHouse
